sentence_split_ID,sentence_split_text
27_46c473c94d1d9565284ecda1cc2300b9da521cb94b139a30205cde272289e047,liked boat cape cod day just not time
28_46c473c94d1d9565284ecda1cc2300b9da521cb94b139a30205cde272289e047,90 minutes
29_46c473c94d1d9565284ecda1cc2300b9da521cb94b139a30205cde272289e047,wanted jfk museum route planned going afternoon ran time morning.there starbucks right door hotel coffee pot room coffee entire stay 10 total
30_46c473c94d1d9565284ecda1cc2300b9da521cb94b139a30205cde272289e047,7-11 rite aid street buy water liqueur store door want buy beer room
0_51bbee6acd36542609cca11fdf840628fd044dff98ff76c2138f5772ce93830f,nice average hotel boston party fairmont booked 2 rooms
1_51bbee6acd36542609cca11fdf840628fd044dff98ff76c2138f5772ce93830f,unless great deal rate expensive regular rooms
2_51bbee6acd36542609cca11fdf840628fd044dff98ff76c2138f5772ce93830f,stayed average rooms
3_51bbee6acd36542609cca11fdf840628fd044dff98ff76c2138f5772ce93830f,like club floor suites outstanding
4_51bbee6acd36542609cca11fdf840628fd044dff98ff76c2138f5772ce93830f,rooms tend nice bathrooms tiny
5_51bbee6acd36542609cca11fdf840628fd044dff98ff76c2138f5772ce93830f,no coffee machine no coffee sold lobby room service option coffee
6_51bbee6acd36542609cca11fdf840628fd044dff98ff76c2138f5772ce93830f,2 pots coffee serving 6 people 50.00 plus tip
7_51bbee6acd36542609cca11fdf840628fd044dff98ff76c2138f5772ce93830f,lot coffee got breakfast delivered linen flowers ritz boston
8_51bbee6acd36542609cca11fdf840628fd044dff98ff76c2138f5772ce93830f,40/nite park valet got luggage problems close t pretty location great resturants
9_51bbee6acd36542609cca11fdf840628fd044dff98ff76c2138f5772ce93830f,liked hotel better copley plaza hotel not nice ritz boston common.the lobby average nice old bostonian bar elegant pricey
10_51bbee6acd36542609cca11fdf840628fd044dff98ff76c2138f5772ce93830f,nice location copley square
11_51bbee6acd36542609cca11fdf840628fd044dff98ff76c2138f5772ce93830f,door man/ bellman
12_51bbee6acd36542609cca11fdf840628fd044dff98ff76c2138f5772ce93830f,helpful getting gang north end dinner
0_c0c8f5539fa591766502323ad8a612f4309cd05a6f4bfccd7b42dd733a715a1d,great stay plaza started tour new england 2 nights stay plaza
1_c0c8f5539fa591766502323ad8a612f4309cd05a6f4bfccd7b42dd733a715a1d,arrived staff obliging feel welcome.a deluxe room floor beautifully appointed quality furnishings superb beds
2_c0c8f5539fa591766502323ad8a612f4309cd05a6f4bfccd7b42dd733a715a1d,bathroom nice little small
3_c0c8f5539fa591766502323ad8a612f4309cd05a6f4bfccd7b42dd733a715a1d,traffic noise heard n't distraction.the hotel ideally located near newbury boylston streets prudential centre great shopping
4_c0c8f5539fa591766502323ad8a612f4309cd05a6f4bfccd7b42dd733a715a1d,starbucks coffee just corner breakfast definitely stay
0_b891a56bf5b50cd543c7b5b49608b637ef588fbcbe31b676428cc883a70c0762,not worth price hotel tries best rate hard justify stay tiny room called moderate room average food
1_b891a56bf5b50cd543c7b5b49608b637ef588fbcbe31b676428cc883a70c0762,love old hotels fairly renovated like
2_b891a56bf5b50cd543c7b5b49608b637ef588fbcbe31b676428cc883a70c0762,annoying thing mice
3_b891a56bf5b50cd543c7b5b49608b637ef588fbcbe31b676428cc883a70c0762,saw zipping floor restaurant breakfast
4_b891a56bf5b50cd543c7b5b49608b637ef588fbcbe31b676428cc883a70c0762,colleagues mentioned room considerably entertaining single mouse sighting.there nice hotels area definitely choices
5_b891a56bf5b50cd543c7b5b49608b637ef588fbcbe31b676428cc883a70c0762,hilton recommended us.i say better price place.be sure petit robert bistro stay area great highlight trip
0_76fe772cbc960052363d1723944f4d10ba086813818d00c3c055a3c63eeda451,perfect hotel downtown boston just returned night stay fairmont copley
1_76fe772cbc960052363d1723944f4d10ba086813818d00c3c055a3c63eeda451,location hotel excellent- dining shopping sight seeing easy walking distance quick ride t. room clean spacious bathroom elegant
2_76fe772cbc960052363d1723944f4d10ba086813818d00c3c055a3c63eeda451,overall stay relaxing enjoyable.we lived boston years moved away months ago time
3_76fe772cbc960052363d1723944f4d10ba086813818d00c3c055a3c63eeda451,read various reviews time fairmont negative comments ideal location prompted best rate
4_76fe772cbc960052363d1723944f4d10ba086813818d00c3c055a3c63eeda451,reasonable rate hotel website prepay
5_76fe772cbc960052363d1723944f4d10ba086813818d00c3c055a3c63eeda451,arrival informed upgraded deluxe room departure valet car allow 15-20 min retrieve
6_76fe772cbc960052363d1723944f4d10ba086813818d00c3c055a3c63eeda451,addition checking slight delay people checking time plan according
7_76fe772cbc960052363d1723944f4d10ba086813818d00c3c055a3c63eeda451,bell captain 15-20 min just safe leave need help luggage.if concerned outside noise recommend interior room
8_76fe772cbc960052363d1723944f4d10ba086813818d00c3c055a3c63eeda451,quiet- n't guess staying downtown boston
9_76fe772cbc960052363d1723944f4d10ba086813818d00c3c055a3c63eeda451,rooms face street t line quite bit traffic passses buy tends little loud
10_76fe772cbc960052363d1723944f4d10ba086813818d00c3c055a3c63eeda451,just comment previous review-the oak bar fairmont popular reservations good idea
11_76fe772cbc960052363d1723944f4d10ba086813818d00c3c055a3c63eeda451,quite fancy proper dress suggested
12_76fe772cbc960052363d1723944f4d10ba086813818d00c3c055a3c63eeda451,no jeansthe location great- cvs right street starbucks copley t stop subway block away.here favorite places need suggestions places boston.fanueil hall houston naked fishnorth end mike pastry modern pastry ricotta canoli- yum
13_76fe772cbc960052363d1723944f4d10ba086813818d00c3c055a3c63eeda451,brunch outdoor seating summer joes american cafe living roomcopley/downtown hub prudential building just drinks- fabulous view boston dinner ok little overpriced atlantic fish company stephanie newbury whiskey park park plaza hotel finale dessert- try creme brulee molten chocolate cake park plaza hotel hope enjoy stay fairmont- definitely staying return boston
0_990ae898255785ba96e4fb261c43259c8566bd725fdb7bba80625210fbe26197,wonderful weekend fairmont copley plaza enjoyed moment copley plaza celebrated 3rd wedding anniversary
1_990ae898255785ba96e4fb261c43259c8566bd725fdb7bba80625210fbe26197,staff helpful friendly courteous professional..the valet parker doorman guest registrar bellhop room service waiter concierge
2_990ae898255785ba96e4fb261c43259c8566bd725fdb7bba80625210fbe26197,bedroom bathroom recently renovated elegant
3_990ae898255785ba96e4fb261c43259c8566bd725fdb7bba80625210fbe26197,bathroom beautiful tub separateglass/tile shower
4_990ae898255785ba96e4fb261c43259c8566bd725fdb7bba80625210fbe26197,previous reviewers stated mini-bar expensive room-service breakfast
5_990ae898255785ba96e4fb261c43259c8566bd725fdb7bba80625210fbe26197,true charges norm hotel class price range
6_990ae898255785ba96e4fb261c43259c8566bd725fdb7bba80625210fbe26197,simply choose not use
7_990ae898255785ba96e4fb261c43259c8566bd725fdb7bba80625210fbe26197,quality aspect hotel professionalism staffwill coming future recommend hesitation qualifications
0_858c32c6534d9b0caab70a48bfc6c3a4a50d191af0a783eeb7c11e1e23062b9e,fairmont friendly fantastic fairmont staff truly best checking odd requets meet smile
1_858c32c6534d9b0caab70a48bfc6c3a4a50d191af0a783eeb7c11e1e23062b9e,new addition hotel dog does n't hurt katie available walks jogs just snuggle
2_858c32c6534d9b0caab70a48bfc6c3a4a50d191af0a783eeb7c11e1e23062b9e,drinks oak room perfect way end fine meal neighborhood
3_858c32c6534d9b0caab70a48bfc6c3a4a50d191af0a783eeb7c11e1e23062b9e,drink list fantastic funky creations blond bombshell pops martini.the rooms spacious impeccable
4_858c32c6534d9b0caab70a48bfc6c3a4a50d191af0a783eeb7c11e1e23062b9e,views park no better way stay boston experience old world charm
0_f65726ff3fdd9e681389942bdade1dd978b37dd85a5d7aa53986b11fe079c248,order pot coffee great time copley little good time came charged 200 dollars just incidentals
1_f65726ff3fdd9e681389942bdade1dd978b37dd85a5d7aa53986b11fe079c248,lot hidden charges
2_f65726ff3fdd9e681389942bdade1dd978b37dd85a5d7aa53986b11fe079c248,mind 10 hours night stay
3_f65726ff3fdd9e681389942bdade1dd978b37dd85a5d7aa53986b11fe079c248,time order pot coffee read small print
0_2aa9a70a0e40123ea0f22c87f9eed587eed8978cd18d8d94ae1833f7d3e60979,pretty fancy got excellent rate last-minute package northwest airlines
1_2aa9a70a0e40123ea0f22c87f9eed587eed8978cd18d8d94ae1833f7d3e60979,probably not willing pay rack rate hotel deal definitely worth it.pros:1. location fantastic
2_2aa9a70a0e40123ea0f22c87f9eed587eed8978cd18d8d94ae1833f7d3e60979,right street copley place shopping mall trinity church boston library
3_2aa9a70a0e40123ea0f22c87f9eed587eed8978cd18d8d94ae1833f7d3e60979,block newberry street boylston street great shopping restaurants
4_2aa9a70a0e40123ea0f22c87f9eed587eed8978cd18d8d94ae1833f7d3e60979,t stop block away literally 3-minute walk.2
5_2aa9a70a0e40123ea0f22c87f9eed587eed8978cd18d8d94ae1833f7d3e60979,hotel staff friendly lobby beautiful rooms clean nicely decorated.cons:1. age hotel sure lot people charming
6_2aa9a70a0e40123ea0f22c87f9eed587eed8978cd18d8d94ae1833f7d3e60979,nicely kept fairmont rooms small reminded european hotel rooms things like fan bathroom missed
7_2aa9a70a0e40123ea0f22c87f9eed587eed8978cd18d8d94ae1833f7d3e60979,view non-existent sure rooms really nice views
8_2aa9a70a0e40123ea0f22c87f9eed587eed8978cd18d8d94ae1833f7d3e60979,feather pillows extremely uncomfortable know love matter taste
9_2aa9a70a0e40123ea0f22c87f9eed587eed8978cd18d8d94ae1833f7d3e60979,2. thing happened us- turning bed night sleep strange stuff inside sheet
10_2aa9a70a0e40123ea0f22c87f9eed587eed8978cd18d8d94ae1833f7d3e60979,looked like dark cracks looked closer like little clumps hair
11_2aa9a70a0e40123ea0f22c87f9eed587eed8978cd18d8d94ae1833f7d3e60979,called desk late sent right change sheets
12_2aa9a70a0e40123ea0f22c87f9eed587eed8978cd18d8d94ae1833f7d3e60979,guy came said ironing
13_2aa9a70a0e40123ea0f22c87f9eed587eed8978cd18d8d94ae1833f7d3e60979,did n't really buy really did n't know let
14_2aa9a70a0e40123ea0f22c87f9eed587eed8978cd18d8d94ae1833f7d3e60979,important thing tended problem immediately question
0_3569d66c8d76762b9a60d824b8cd9e005c2089500c1818a01bb5191c7c87f83f,great location wonderful hotel wonderful time fairmont copley plaza
1_3569d66c8d76762b9a60d824b8cd9e005c2089500c1818a01bb5191c7c87f83f,love fairmont hotels gem
2_3569d66c8d76762b9a60d824b8cd9e005c2089500c1818a01bb5191c7c87f83f,alway stay gold floors possible
3_3569d66c8d76762b9a60d824b8cd9e005c2089500c1818a01bb5191c7c87f83f,gold floors
4_3569d66c8d76762b9a60d824b8cd9e005c2089500c1818a01bb5191c7c87f83f,staff great went way accommodate requests
5_3569d66c8d76762b9a60d824b8cd9e005c2089500c1818a01bb5191c7c87f83f,did upgrade stay quite bit fairmonts love
6_3569d66c8d76762b9a60d824b8cd9e005c2089500c1818a01bb5191c7c87f83f,value repeat customers
7_3569d66c8d76762b9a60d824b8cd9e005c2089500c1818a01bb5191c7c87f83f,gold floor best
8_3569d66c8d76762b9a60d824b8cd9e005c2089500c1818a01bb5191c7c87f83f,food outstanding enjoyed minute
9_3569d66c8d76762b9a60d824b8cd9e005c2089500c1818a01bb5191c7c87f83f,just came toronto fairmont royal york good
10_3569d66c8d76762b9a60d824b8cd9e005c2089500c1818a01bb5191c7c87f83f,sure old town trolley tour hopefully karen driver guide
11_3569d66c8d76762b9a60d824b8cd9e005c2089500c1818a01bb5191c7c87f83f,terrific
12_3569d66c8d76762b9a60d824b8cd9e005c2089500c1818a01bb5191c7c87f83f,great time good way city
13_3569d66c8d76762b9a60d824b8cd9e005c2089500c1818a01bb5191c7c87f83f,days saw great deal
14_3569d66c8d76762b9a60d824b8cd9e005c2089500c1818a01bb5191c7c87f83f,ask concierge suggestions restaurants
15_3569d66c8d76762b9a60d824b8cd9e005c2089500c1818a01bb5191c7c87f83f,great.fairmonts usually loveable dog residence walk like
16_3569d66c8d76762b9a60d824b8cd9e005c2089500c1818a01bb5191c7c87f83f,nice added touch
17_3569d66c8d76762b9a60d824b8cd9e005c2089500c1818a01bb5191c7c87f83f,thanks fairmont copley plaza staff memorable stay boston
0_18d8f6716c6c3b4e48358459fe1c3cf45af5aec90ed843eb4cc92967793b6dc4,gracious spent nights refurbished copley plaza march 2005. room booked gold level club floor rate appealing
1_18d8f6716c6c3b4e48358459fe1c3cf45af5aec90ed843eb4cc92967793b6dc4,check floor room handled nicely
2_18d8f6716c6c3b4e48358459fe1c3cf45af5aec90ed843eb4cc92967793b6dc4,room comfortable especially bed equipped not little decorated
3_18d8f6716c6c3b4e48358459fe1c3cf45af5aec90ed843eb4cc92967793b6dc4,bathroom small nice amenities including scale good makeup mirror.the club area nice unusual comprised series rooms large area little privacy
4_18d8f6716c6c3b4e48358459fe1c3cf45af5aec90ed843eb4cc92967793b6dc4,complimentary breakfast nicer typical continental breakfast evening cocktails hors d'oeuvre great
5_18d8f6716c6c3b4e48358459fe1c3cf45af5aec90ed843eb4cc92967793b6dc4,served equivilent butlers pantry adjacent areas
6_18d8f6716c6c3b4e48358459fe1c3cf45af5aec90ed843eb4cc92967793b6dc4,pleasant stay polite accomadating staff exception
0_261887d20125752d02b1c384037a5dcc550aaa86afc78ef45c03c6662d4816c3,fantastic fairmont
1_261887d20125752d02b1c384037a5dcc550aaa86afc78ef45c03c6662d4816c3,just returned lovely weekend stay fairmont copley plaza
2_261887d20125752d02b1c384037a5dcc550aaa86afc78ef45c03c6662d4816c3,walked hotel overwelmed opulance lobby
3_261887d20125752d02b1c384037a5dcc550aaa86afc78ef45c03c6662d4816c3,simply fantastic
4_261887d20125752d02b1c384037a5dcc550aaa86afc78ef45c03c6662d4816c3,guest room comfortable luxuriously decorated
5_261887d20125752d02b1c384037a5dcc550aaa86afc78ef45c03c6662d4816c3,felt like princess
6_261887d20125752d02b1c384037a5dcc550aaa86afc78ef45c03c6662d4816c3,staff fantastic
7_261887d20125752d02b1c384037a5dcc550aaa86afc78ef45c03c6662d4816c3,friendly went way make feel right home
8_261887d20125752d02b1c384037a5dcc550aaa86afc78ef45c03c6662d4816c3,sure choose fairmont copley plaza time travel boston
9_261887d20125752d02b1c384037a5dcc550aaa86afc78ef45c03c6662d4816c3,thank fairmont
0_58d4b0c30ab291ffc85b25257b65103df1f0d9ed90bddeb4a169a6c919f01834,old world charm stayed fairmont location excellent street copley plaza steps away prudential center newbury street
1_58d4b0c30ab291ffc85b25257b65103df1f0d9ed90bddeb4a169a6c919f01834,dinner oak room nice oak bar gorgeous.the check-in staff friendly helpful
2_58d4b0c30ab291ffc85b25257b65103df1f0d9ed90bddeb4a169a6c919f01834,liked room glance charming old world bb style
3_58d4b0c30ab291ffc85b25257b65103df1f0d9ed90bddeb4a169a6c919f01834,went bathroom hair tub sink tub needed reglazed
4_58d4b0c30ab291ffc85b25257b65103df1f0d9ed90bddeb4a169a6c919f01834,called desk advise hairy discovery apologized offered clean bathroom noticed hair ledge desk started wonder things
5_58d4b0c30ab291ffc85b25257b65103df1f0d9ed90bddeb4a169a6c919f01834,agreed new room helpful porter gary
6_58d4b0c30ab291ffc85b25257b65103df1f0d9ed90bddeb4a169a6c919f01834,arrived new room inspected embarassingly hair sink new room
7_58d4b0c30ab291ffc85b25257b65103df1f0d9ed90bddeb4a169a6c919f01834,n't bathtub did n't want make anymore fuss just wanted settled new room
8_58d4b0c30ab291ffc85b25257b65103df1f0d9ed90bddeb4a169a6c919f01834,asking new room wanted opportunity remedy problem not write positive review.when arrived ny noticed billed credit card minibar did n't use minibar
9_58d4b0c30ab291ffc85b25257b65103df1f0d9ed90bddeb4a169a6c919f01834,called accounting department reversed charges implied n't mistake reverse charges.the hotel beautiful location excellent staff gracious aloof suggestions really decided write review
10_58d4b0c30ab291ffc85b25257b65103df1f0d9ed90bddeb4a169a6c919f01834,understand taking pride property work arrogance unacceptable suggestions improve hotel
11_58d4b0c30ab291ffc85b25257b65103df1f0d9ed90bddeb4a169a6c919f01834,hotel desk accounting department.i stayed 3 5 star hotels 20 countries continents seen hair bathroom charged minibar drinks not consumed
12_58d4b0c30ab291ffc85b25257b65103df1f0d9ed90bddeb4a169a6c919f01834,mistakes not happened housekeeping manager inspect room prior rented
13_58d4b0c30ab291ffc85b25257b65103df1f0d9ed90bddeb4a169a6c919f01834,clearly housekeeping issues general manager hotel needs address
0_091399aad7d6dfae8499765a9de54391d0da0474a8dbe1b825a8a93a87b2bc18,stayed copley recently conference
1_091399aad7d6dfae8499765a9de54391d0da0474a8dbe1b825a8a93a87b2bc18,quite average
2_091399aad7d6dfae8499765a9de54391d0da0474a8dbe1b825a8a93a87b2bc18,rooms small hotel dated
3_091399aad7d6dfae8499765a9de54391d0da0474a8dbe1b825a8a93a87b2bc18,food provided hotel average somewhat disappointing
4_091399aad7d6dfae8499765a9de54391d0da0474a8dbe1b825a8a93a87b2bc18,pay price stay
0_4aaf17a239bab4172d355a718595fc9d0e5030db46c9afed0e7382728a7a686f,fairmont copley plaza better recent weekend spent fairmont copley plaza hotel town relatives delight
1_4aaf17a239bab4172d355a718595fc9d0e5030db46c9afed0e7382728a7a686f,renovated rooms beautiful elegant comfortable
2_4aaf17a239bab4172d355a718595fc9d0e5030db46c9afed0e7382728a7a686f,bathrooms luxurious
3_4aaf17a239bab4172d355a718595fc9d0e5030db46c9afed0e7382728a7a686f,professional staff friendly resident pooch catie feel right home
4_4aaf17a239bab4172d355a718595fc9d0e5030db46c9afed0e7382728a7a686f,slept better ages.the experience wonderful location ca n't beat
